Transcript stable ID	Gene stable ID version	Transcript stable ID version
ENSMPUT00000004087	ENSMPUG00000004048.1	ENSMPUT00000004087.1
ENSMPUT00000004088	ENSMPUG00000004049.1	ENSMPUT00000004088.1
ENSMPUT00000004089	ENSMPUG00000004050.1	ENSMPUT00000004089.1
ENSMPUT00000004090	ENSMPUG00000004051.1	ENSMPUT00000004090.1
ENSMPUT00000004091	ENSMPUG00000004052.1	ENSMPUT00000004091.1
ENSMPUT00000004092	ENSMPUG00000004053.1	ENSMPUT00000004092.1
ENSMPUT00000004093	ENSMPUG00000004054.1	ENSMPUT00000004093.1
ENSMPUT00000004094	ENSMPUG00000004055.1	ENSMPUT00000004094.1
ENSMPUT00000004095	ENSMPUG00000004056.1	ENSMPUT00000004095.1
ENSMPUT00000004096	ENSMPUG00000004057.1	ENSMPUT00000004096.1
ENSMPUT00000004097	ENSMPUG00000004058.1	ENSMPUT00000004097.1
ENSMPUT00000004098	ENSMPUG00000004059.1	ENSMPUT00000004098.1
ENSMPUT00000004099	ENSMPUG00000004060.1	ENSMPUT00000004099.1
ENSMPUT00000004100	ENSMPUG00000004061.1	ENSMPUT00000004100.1
ENSMPUT00000004101	ENSMPUG00000004062.1	ENSMPUT00000004101.1
ENSMPUT00000004102	ENSMPUG00000004063.1	ENSMPUT00000004102.1
ENSMPUT00000004103	ENSMPUG00000004064.1	ENSMPUT00000004103.1
ENSMPUT00000004104	ENSMPUG00000004065.1	ENSMPUT00000004104.1
ENSMPUT00000004105	ENSMPUG00000004066.1	ENSMPUT00000004105.1
ENSMPUT00000004106	ENSMPUG00000004067.1	ENSMPUT00000004106.1
ENSMPUT00000004107	ENSMPUG00000004068.1	ENSMPUT00000004107.1
ENSMPUT00000004108	ENSMPUG00000004069.1	ENSMPUT00000004108.1
ENSMPUT00000004109	ENSMPUG00000004070.1	ENSMPUT00000004109.1
ENSMPUT00000004110	ENSMPUG00000004071.1	ENSMPUT00000004110.1
ENSMPUT00000004111	ENSMPUG00000004072.1	ENSMPUT00000004111.1
ENSMPUT00000004112	ENSMPUG00000004073.1	ENSMPUT00000004112.1
ENSMPUT00000004113	ENSMPUG00000004074.1	ENSMPUT00000004113.1
ENSMPUT00000004114	ENSMPUG00000004075.1	ENSMPUT00000004114.1
ENSMPUT00000004115	ENSMPUG00000004076.1	ENSMPUT00000004115.1
ENSMPUT00000004116	ENSMPUG00000004077.1	ENSMPUT00000004116.1
ENSMPUT00000004117	ENSMPUG00000004078.1	ENSMPUT00000004117.1
ENSMPUT00000004118	ENSMPUG00000004079.1	ENSMPUT00000004118.1
ENSMPUT00000004119	ENSMPUG00000004080.1	ENSMPUT00000004119.1
ENSMPUT00000004120	ENSMPUG00000004081.1	ENSMPUT00000004120.1
ENSMPUT00000004121	ENSMPUG00000004082.1	ENSMPUT00000004121.1
ENSMPUT00000004122	ENSMPUG00000004083.1	ENSMPUT00000004122.1
ENSMPUT00000004123	ENSMPUG00000004084.1	ENSMPUT00000004123.1
ENSMPUT00000004124	ENSMPUG00000004085.1	ENSMPUT00000004124.1
ENSMPUT00000004125	ENSMPUG00000004086.1	ENSMPUT00000004125.1
ENSMPUT00000004126	ENSMPUG00000004087.1	ENSMPUT00000004126.1
ENSMPUT00000004127	ENSMPUG00000004088.1	ENSMPUT00000004127.1
ENSMPUT00000004128	ENSMPUG00000004089.1	ENSMPUT00000004128.1
ENSMPUT00000004129	ENSMPUG00000004090.1	ENSMPUT00000004129.1
ENSMPUT00000004130	ENSMPUG00000004091.1	ENSMPUT00000004130.1
ENSMPUT00000004131	ENSMPUG00000004092.1	ENSMPUT00000004131.1
ENSMPUT00000004132	ENSMPUG00000004093.1	ENSMPUT00000004132.1
ENSMPUT00000004133	ENSMPUG00000004094.1	ENSMPUT00000004133.1
ENSMPUT00000004134	ENSMPUG00000004095.1	ENSMPUT00000004134.1
ENSMPUT00000004135	ENSMPUG00000004096.1	ENSMPUT00000004135.1
ENSMPUT00000004136	ENSMPUG00000004097.1	ENSMPUT00000004136.1
ENSMPUT00000004137	ENSMPUG00000004098.1	ENSMPUT00000004137.1
ENSMPUT00000004138	ENSMPUG00000004099.1	ENSMPUT00000004138.1
ENSMPUT00000004139	ENSMPUG00000004100.1	ENSMPUT00000004139.1
ENSMPUT00000004140	ENSMPUG00000004101.1	ENSMPUT00000004140.1
ENSMPUT00000004141	ENSMPUG00000004102.1	ENSMPUT00000004141.1
ENSMPUT00000004142	ENSMPUG00000004103.1	ENSMPUT00000004142.1
ENSMPUT00000004143	ENSMPUG00000004104.1	ENSMPUT00000004143.1
ENSMPUT00000004144	ENSMPUG00000004105.1	ENSMPUT00000004144.1
ENSMPUT00000004145	ENSMPUG00000004106.1	ENSMPUT00000004145.1
ENSMPUT00000004146	ENSMPUG00000004107.1	ENSMPUT00000004146.1
ENSMPUT00000004147	ENSMPUG00000004108.1	ENSMPUT00000004147.1
ENSMPUT00000004148	ENSMPUG00000004109.1	ENSMPUT00000004148.1
ENSMPUT00000004149	ENSMPUG00000004110.1	ENSMPUT00000004149.1
ENSMPUT00000004150	ENSMPUG00000004111.1	ENSMPUT00000004150.1
ENSMPUT00000004151	ENSMPUG00000004112.1	ENSMPUT00000004151.1
ENSMPUT00000004152	ENSMPUG00000004113.1	ENSMPUT00000004152.1
ENSMPUT00000004153	ENSMPUG00000004114.1	ENSMPUT00000004153.1
ENSMPUT00000004154	ENSMPUG00000004115.1	ENSMPUT00000004154.1
ENSMPUT00000004155	ENSMPUG00000004116.1	ENSMPUT00000004155.1
ENSMPUT00000004156	ENSMPUG00000004117.1	ENSMPUT00000004156.1
ENSMPUT00000004157	ENSMPUG00000004118.1	ENSMPUT00000004157.1
ENSMPUT00000004158	ENSMPUG00000004119.1	ENSMPUT00000004158.1
ENSMPUT00000004159	ENSMPUG00000004120.1	ENSMPUT00000004159.1
ENSMPUT00000004160	ENSMPUG00000004121.1	ENSMPUT00000004160.1
ENSMPUT00000004161	ENSMPUG00000004122.1	ENSMPUT00000004161.1
ENSMPUT00000004162	ENSMPUG00000004123.1	ENSMPUT00000004162.1
ENSMPUT00000004163	ENSMPUG00000004124.1	ENSMPUT00000004163.1
ENSMPUT00000004164	ENSMPUG00000004125.1	ENSMPUT00000004164.1
ENSMPUT00000004165	ENSMPUG00000004126.1	ENSMPUT00000004165.1
ENSMPUT00000004166	ENSMPUG00000004127.1	ENSMPUT00000004166.1
ENSMPUT00000004167	ENSMPUG00000004128.1	ENSMPUT00000004167.1
ENSMPUT00000004168	ENSMPUG00000004129.1	ENSMPUT00000004168.1
ENSMPUT00000004169	ENSMPUG00000004130.1	ENSMPUT00000004169.1
ENSMPUT00000004170	ENSMPUG00000004131.1	ENSMPUT00000004170.1
ENSMPUT00000004171	ENSMPUG00000004132.1	ENSMPUT00000004171.1
ENSMPUT00000004172	ENSMPUG00000004133.1	ENSMPUT00000004172.1
ENSMPUT00000004173	ENSMPUG00000004134.1	ENSMPUT00000004173.1
ENSMPUT00000004174	ENSMPUG00000004135.1	ENSMPUT00000004174.1
ENSMPUT00000004175	ENSMPUG00000004136.1	ENSMPUT00000004175.1
ENSMPUT00000004176	ENSMPUG00000004137.1	ENSMPUT00000004176.1
ENSMPUT00000004177	ENSMPUG00000004138.1	ENSMPUT00000004177.1
ENSMPUT00000004178	ENSMPUG00000004139.1	ENSMPUT00000004178.1
ENSMPUT00000004179	ENSMPUG00000004140.1	ENSMPUT00000004179.1
ENSMPUT00000004180	ENSMPUG00000004141.1	ENSMPUT00000004180.1
ENSMPUT00000004181	ENSMPUG00000004142.1	ENSMPUT00000004181.1
ENSMPUT00000004182	ENSMPUG00000004143.1	ENSMPUT00000004182.1
ENSMPUT00000004183	ENSMPUG00000004144.1	ENSMPUT00000004183.1
ENSMPUT00000004184	ENSMPUG00000004145.1	ENSMPUT00000004184.1
ENSMPUT00000004185	ENSMPUG00000004146.1	ENSMPUT00000004185.1
ENSMPUT00000004186	ENSMPUG00000004147.1	ENSMPUT00000004186.1
ENSMPUT00000004187	ENSMPUG00000004148.1	ENSMPUT00000004187.1
ENSMPUT00000004188	ENSMPUG00000004149.1	ENSMPUT00000004188.1
ENSMPUT00000004189	ENSMPUG00000004150.1	ENSMPUT00000004189.1
ENSMPUT00000004190	ENSMPUG00000004151.1	ENSMPUT00000004190.1
ENSMPUT00000004191	ENSMPUG00000004152.1	ENSMPUT00000004191.1
ENSMPUT00000004192	ENSMPUG00000004153.1	ENSMPUT00000004192.1
ENSMPUT00000004193	ENSMPUG00000004154.1	ENSMPUT00000004193.1
ENSMPUT00000004194	ENSMPUG00000004155.1	ENSMPUT00000004194.1
ENSMPUT00000004195	ENSMPUG00000004156.1	ENSMPUT00000004195.1
ENSMPUT00000004196	ENSMPUG00000004157.1	ENSMPUT00000004196.1
ENSMPUT00000004197	ENSMPUG00000004158.1	ENSMPUT00000004197.1
ENSMPUT00000004198	ENSMPUG00000004159.1	ENSMPUT00000004198.1
ENSMPUT00000004199	ENSMPUG00000004160.1	ENSMPUT00000004199.1
ENSMPUT00000004200	ENSMPUG00000004161.1	ENSMPUT00000004200.1
ENSMPUT00000004201	ENSMPUG00000004162.1	ENSMPUT00000004201.1
ENSMPUT00000004202	ENSMPUG00000004163.1	ENSMPUT00000004202.1
ENSMPUT00000004203	ENSMPUG00000004164.1	ENSMPUT00000004203.1
ENSMPUT00000004204	ENSMPUG00000004165.1	ENSMPUT00000004204.1
ENSMPUT00000004205	ENSMPUG00000004166.1	ENSMPUT00000004205.1
ENSMPUT00000004206	ENSMPUG00000004167.1	ENSMPUT00000004206.1
ENSMPUT00000004207	ENSMPUG00000004168.1	ENSMPUT00000004207.1
ENSMPUT00000004208	ENSMPUG00000004169.1	ENSMPUT00000004208.1
ENSMPUT00000004209	ENSMPUG00000004170.1	ENSMPUT00000004209.1
ENSMPUT00000004210	ENSMPUG00000004171.1	ENSMPUT00000004210.1
ENSMPUT00000004211	ENSMPUG00000004172.1	ENSMPUT00000004211.1
ENSMPUT00000004212	ENSMPUG00000004173.1	ENSMPUT00000004212.1
ENSMPUT00000004213	ENSMPUG00000004174.1	ENSMPUT00000004213.1
ENSMPUT00000004214	ENSMPUG00000004175.1	ENSMPUT00000004214.1
ENSMPUT00000004215	ENSMPUG00000004176.1	ENSMPUT00000004215.1
ENSMPUT00000004216	ENSMPUG00000004177.1	ENSMPUT00000004216.1
ENSMPUT00000004217	ENSMPUG00000004178.1	ENSMPUT00000004217.1
ENSMPUT00000004218	ENSMPUG00000004179.1	ENSMPUT00000004218.1
ENSMPUT00000004219	ENSMPUG00000004180.1	ENSMPUT00000004219.1
ENSMPUT00000004220	ENSMPUG00000004181.1	ENSMPUT00000004220.1
ENSMPUT00000004221	ENSMPUG00000004182.1	ENSMPUT00000004221.1
ENSMPUT00000004222	ENSMPUG00000004183.1	ENSMPUT00000004222.1
ENSMPUT00000004223	ENSMPUG00000004184.1	ENSMPUT00000004223.1
ENSMPUT00000004224	ENSMPUG00000004185.1	ENSMPUT00000004224.1
ENSMPUT00000004225	ENSMPUG00000004186.1	ENSMPUT00000004225.1
ENSMPUT00000004226	ENSMPUG00000004186.1	ENSMPUT00000004226.1
ENSMPUT00000004227	ENSMPUG00000004187.1	ENSMPUT00000004227.1
ENSMPUT00000004228	ENSMPUG00000004188.1	ENSMPUT00000004228.1
ENSMPUT00000004229	ENSMPUG00000004189.1	ENSMPUT00000004229.1
ENSMPUT00000004230	ENSMPUG00000004190.1	ENSMPUT00000004230.1
ENSMPUT00000004231	ENSMPUG00000004191.1	ENSMPUT00000004231.1
ENSMPUT00000004232	ENSMPUG00000004192.1	ENSMPUT00000004232.1
ENSMPUT00000004233	ENSMPUG00000004193.1	ENSMPUT00000004233.1
ENSMPUT00000004234	ENSMPUG00000004194.1	ENSMPUT00000004234.1
ENSMPUT00000004235	ENSMPUG00000004195.1	ENSMPUT00000004235.1
ENSMPUT00000004236	ENSMPUG00000004196.1	ENSMPUT00000004236.1
ENSMPUT00000004237	ENSMPUG00000004197.1	ENSMPUT00000004237.1
ENSMPUT00000004238	ENSMPUG00000004197.1	ENSMPUT00000004238.1
ENSMPUT00000004239	ENSMPUG00000004198.1	ENSMPUT00000004239.1
ENSMPUT00000004240	ENSMPUG00000004199.1	ENSMPUT00000004240.1
ENSMPUT00000004241	ENSMPUG00000004200.1	ENSMPUT00000004241.1
ENSMPUT00000004242	ENSMPUG00000004201.1	ENSMPUT00000004242.1
ENSMPUT00000004243	ENSMPUG00000004202.1	ENSMPUT00000004243.1
ENSMPUT00000004244	ENSMPUG00000004203.1	ENSMPUT00000004244.1
ENSMPUT00000004245	ENSMPUG00000004204.1	ENSMPUT00000004245.1
ENSMPUT00000004246	ENSMPUG00000004205.1	ENSMPUT00000004246.1
ENSMPUT00000004247	ENSMPUG00000004206.1	ENSMPUT00000004247.1
ENSMPUT00000004248	ENSMPUG00000004207.1	ENSMPUT00000004248.1
ENSMPUT00000004249	ENSMPUG00000004208.1	ENSMPUT00000004249.1
ENSMPUT00000004250	ENSMPUG00000004209.1	ENSMPUT00000004250.1
ENSMPUT00000004251	ENSMPUG00000004210.1	ENSMPUT00000004251.1
ENSMPUT00000004252	ENSMPUG00000004211.1	ENSMPUT00000004252.1
ENSMPUT00000004253	ENSMPUG00000004212.1	ENSMPUT00000004253.1
ENSMPUT00000004254	ENSMPUG00000004213.1	ENSMPUT00000004254.1
ENSMPUT00000004255	ENSMPUG00000004214.1	ENSMPUT00000004255.1
ENSMPUT00000004256	ENSMPUG00000004215.1	ENSMPUT00000004256.1
ENSMPUT00000004257	ENSMPUG00000004216.1	ENSMPUT00000004257.1
ENSMPUT00000004258	ENSMPUG00000004217.1	ENSMPUT00000004258.1
ENSMPUT00000004259	ENSMPUG00000004218.1	ENSMPUT00000004259.1
ENSMPUT00000004260	ENSMPUG00000004219.1	ENSMPUT00000004260.1
ENSMPUT00000004261	ENSMPUG00000004220.1	ENSMPUT00000004261.1
ENSMPUT00000004262	ENSMPUG00000004221.1	ENSMPUT00000004262.1
ENSMPUT00000004263	ENSMPUG00000004222.1	ENSMPUT00000004263.1
ENSMPUT00000004264	ENSMPUG00000004223.1	ENSMPUT00000004264.1
ENSMPUT00000004265	ENSMPUG00000004224.1	ENSMPUT00000004265.1
ENSMPUT00000004266	ENSMPUG00000004225.1	ENSMPUT00000004266.1
ENSMPUT00000004267	ENSMPUG00000004226.1	ENSMPUT00000004267.1
ENSMPUT00000004268	ENSMPUG00000004227.1	ENSMPUT00000004268.1
ENSMPUT00000004269	ENSMPUG00000004228.1	ENSMPUT00000004269.1
ENSMPUT00000004270	ENSMPUG00000004229.1	ENSMPUT00000004270.1
ENSMPUT00000004271	ENSMPUG00000004230.1	ENSMPUT00000004271.1
ENSMPUT00000004272	ENSMPUG00000004231.1	ENSMPUT00000004272.1
ENSMPUT00000004273	ENSMPUG00000004232.1	ENSMPUT00000004273.1
ENSMPUT00000004274	ENSMPUG00000004233.1	ENSMPUT00000004274.1
ENSMPUT00000004275	ENSMPUG00000004234.1	ENSMPUT00000004275.1
ENSMPUT00000004276	ENSMPUG00000004235.1	ENSMPUT00000004276.1
ENSMPUT00000004277	ENSMPUG00000004236.1	ENSMPUT00000004277.1
ENSMPUT00000004278	ENSMPUG00000004237.1	ENSMPUT00000004278.1
ENSMPUT00000004279	ENSMPUG00000004238.1	ENSMPUT00000004279.1
ENSMPUT00000004280	ENSMPUG00000004239.1	ENSMPUT00000004280.1
ENSMPUT00000004281	ENSMPUG00000004240.1	ENSMPUT00000004281.1
ENSMPUT00000004282	ENSMPUG00000004241.1	ENSMPUT00000004282.1
ENSMPUT00000004283	ENSMPUG00000004242.1	ENSMPUT00000004283.1
ENSMPUT00000004284	ENSMPUG00000004243.1	ENSMPUT00000004284.1
ENSMPUT00000004285	ENSMPUG00000004244.1	ENSMPUT00000004285.1
ENSMPUT00000004286	ENSMPUG00000004245.1	ENSMPUT00000004286.1
ENSMPUT00000004287	ENSMPUG00000004246.1	ENSMPUT00000004287.1
ENSMPUT00000004288	ENSMPUG00000004247.1	ENSMPUT00000004288.1
ENSMPUT00000004289	ENSMPUG00000004248.1	ENSMPUT00000004289.1
ENSMPUT00000004290	ENSMPUG00000004249.1	ENSMPUT00000004290.1
ENSMPUT00000004291	ENSMPUG00000004250.1	ENSMPUT00000004291.1
ENSMPUT00000004292	ENSMPUG00000004251.1	ENSMPUT00000004292.1
ENSMPUT00000004293	ENSMPUG00000004252.1	ENSMPUT00000004293.1
ENSMPUT00000004294	ENSMPUG00000004253.1	ENSMPUT00000004294.1
ENSMPUT00000004295	ENSMPUG00000004254.1	ENSMPUT00000004295.1
ENSMPUT00000004296	ENSMPUG00000004255.1	ENSMPUT00000004296.1
ENSMPUT00000004297	ENSMPUG00000004256.1	ENSMPUT00000004297.1
ENSMPUT00000004298	ENSMPUG00000004257.1	ENSMPUT00000004298.1
ENSMPUT00000004299	ENSMPUG00000004258.1	ENSMPUT00000004299.1
ENSMPUT00000004300	ENSMPUG00000004259.1	ENSMPUT00000004300.1
ENSMPUT00000004301	ENSMPUG00000004260.1	ENSMPUT00000004301.1
ENSMPUT00000004302	ENSMPUG00000004261.1	ENSMPUT00000004302.1
ENSMPUT00000004303	ENSMPUG00000004262.1	ENSMPUT00000004303.1
ENSMPUT00000004304	ENSMPUG00000004263.1	ENSMPUT00000004304.1
ENSMPUT00000004305	ENSMPUG00000004264.1	ENSMPUT00000004305.1
ENSMPUT00000004306	ENSMPUG00000004265.1	ENSMPUT00000004306.1
ENSMPUT00000004307	ENSMPUG00000004266.1	ENSMPUT00000004307.1
ENSMPUT00000004308	ENSMPUG00000004267.1	ENSMPUT00000004308.1
ENSMPUT00000004309	ENSMPUG00000004268.1	ENSMPUT00000004309.1
ENSMPUT00000004310	ENSMPUG00000004269.1	ENSMPUT00000004310.1
ENSMPUT00000004311	ENSMPUG00000004270.1	ENSMPUT00000004311.1
ENSMPUT00000004312	ENSMPUG00000004271.1	ENSMPUT00000004312.1
ENSMPUT00000004313	ENSMPUG00000004272.1	ENSMPUT00000004313.1
ENSMPUT00000004314	ENSMPUG00000004273.1	ENSMPUT00000004314.1
ENSMPUT00000004315	ENSMPUG00000004274.1	ENSMPUT00000004315.1
ENSMPUT00000004316	ENSMPUG00000004275.1	ENSMPUT00000004316.1
ENSMPUT00000004317	ENSMPUG00000004275.1	ENSMPUT00000004317.1
ENSMPUT00000004318	ENSMPUG00000004276.1	ENSMPUT00000004318.1
ENSMPUT00000004319	ENSMPUG00000004277.1	ENSMPUT00000004319.1
ENSMPUT00000004320	ENSMPUG00000004278.1	ENSMPUT00000004320.1
ENSMPUT00000004321	ENSMPUG00000004279.1	ENSMPUT00000004321.1
ENSMPUT00000004322	ENSMPUG00000004280.1	ENSMPUT00000004322.1
ENSMPUT00000004323	ENSMPUG00000004281.1	ENSMPUT00000004323.1
ENSMPUT00000004324	ENSMPUG00000004282.1	ENSMPUT00000004324.1
ENSMPUT00000004325	ENSMPUG00000004283.1	ENSMPUT00000004325.1
ENSMPUT00000004326	ENSMPUG00000004284.1	ENSMPUT00000004326.1
ENSMPUT00000004327	ENSMPUG00000004285.1	ENSMPUT00000004327.1
ENSMPUT00000004328	ENSMPUG00000004286.1	ENSMPUT00000004328.1
ENSMPUT00000004329	ENSMPUG00000004287.1	ENSMPUT00000004329.1
ENSMPUT00000004330	ENSMPUG00000004288.1	ENSMPUT00000004330.1
ENSMPUT00000004331	ENSMPUG00000004289.1	ENSMPUT00000004331.1
ENSMPUT00000004332	ENSMPUG00000004290.1	ENSMPUT00000004332.1
ENSMPUT00000004333	ENSMPUG00000004291.1	ENSMPUT00000004333.1
ENSMPUT00000004334	ENSMPUG00000004292.1	ENSMPUT00000004334.1
ENSMPUT00000004335	ENSMPUG00000004293.1	ENSMPUT00000004335.1
ENSMPUT00000004336	ENSMPUG00000004294.1	ENSMPUT00000004336.1
ENSMPUT00000004337	ENSMPUG00000004295.1	ENSMPUT00000004337.1
ENSMPUT00000004338	ENSMPUG00000004296.1	ENSMPUT00000004338.1
ENSMPUT00000004339	ENSMPUG00000004297.1	ENSMPUT00000004339.1
ENSMPUT00000004340	ENSMPUG00000004298.1	ENSMPUT00000004340.1
ENSMPUT00000004341	ENSMPUG00000004299.1	ENSMPUT00000004341.1
ENSMPUT00000004342	ENSMPUG00000004300.1	ENSMPUT00000004342.1
ENSMPUT00000004343	ENSMPUG00000004301.1	ENSMPUT00000004343.1
ENSMPUT00000004344	ENSMPUG00000004302.1	ENSMPUT00000004344.1
ENSMPUT00000004345	ENSMPUG00000004302.1	ENSMPUT00000004345.1
ENSMPUT00000004346	ENSMPUG00000004303.1	ENSMPUT00000004346.1
ENSMPUT00000004347	ENSMPUG00000004304.1	ENSMPUT00000004347.1
ENSMPUT00000004348	ENSMPUG00000004305.1	ENSMPUT00000004348.1
ENSMPUT00000004349	ENSMPUG00000004306.1	ENSMPUT00000004349.1
ENSMPUT00000004350	ENSMPUG00000004307.1	ENSMPUT00000004350.1
ENSMPUT00000004351	ENSMPUG00000004308.1	ENSMPUT00000004351.1
ENSMPUT00000004352	ENSMPUG00000004309.1	ENSMPUT00000004352.1
ENSMPUT00000004353	ENSMPUG00000004310.1	ENSMPUT00000004353.1
ENSMPUT00000004354	ENSMPUG00000004311.1	ENSMPUT00000004354.1
ENSMPUT00000004355	ENSMPUG00000004312.1	ENSMPUT00000004355.1
ENSMPUT00000004356	ENSMPUG00000004313.1	ENSMPUT00000004356.1
ENSMPUT00000004357	ENSMPUG00000004314.1	ENSMPUT00000004357.1
ENSMPUT00000004358	ENSMPUG00000004315.1	ENSMPUT00000004358.1
ENSMPUT00000004359	ENSMPUG00000004316.1	ENSMPUT00000004359.1
ENSMPUT00000004360	ENSMPUG00000004317.1	ENSMPUT00000004360.1
ENSMPUT00000004361	ENSMPUG00000004318.1	ENSMPUT00000004361.1
ENSMPUT00000004362	ENSMPUG00000004319.1	ENSMPUT00000004362.1
ENSMPUT00000004363	ENSMPUG00000004320.1	ENSMPUT00000004363.1
ENSMPUT00000004364	ENSMPUG00000004321.1	ENSMPUT00000004364.1
ENSMPUT00000004365	ENSMPUG00000004322.1	ENSMPUT00000004365.1
ENSMPUT00000004366	ENSMPUG00000004323.1	ENSMPUT00000004366.1
ENSMPUT00000004367	ENSMPUG00000004324.1	ENSMPUT00000004367.1
ENSMPUT00000004368	ENSMPUG00000004325.1	ENSMPUT00000004368.1
ENSMPUT00000004369	ENSMPUG00000004326.1	ENSMPUT00000004369.1
ENSMPUT00000004370	ENSMPUG00000004327.1	ENSMPUT00000004370.1
ENSMPUT00000004371	ENSMPUG00000004328.1	ENSMPUT00000004371.1
ENSMPUT00000004372	ENSMPUG00000004329.1	ENSMPUT00000004372.1
ENSMPUT00000004373	ENSMPUG00000004330.1	ENSMPUT00000004373.1
ENSMPUT00000004374	ENSMPUG00000004331.1	ENSMPUT00000004374.1
ENSMPUT00000004375	ENSMPUG00000004332.1	ENSMPUT00000004375.1
ENSMPUT00000004376	ENSMPUG00000004333.1	ENSMPUT00000004376.1
ENSMPUT00000004377	ENSMPUG00000004334.1	ENSMPUT00000004377.1
ENSMPUT00000004378	ENSMPUG00000004335.1	ENSMPUT00000004378.1
ENSMPUT00000004379	ENSMPUG00000004336.1	ENSMPUT00000004379.1
ENSMPUT00000004380	ENSMPUG00000004337.1	ENSMPUT00000004380.1
ENSMPUT00000004381	ENSMPUG00000004338.1	ENSMPUT00000004381.1
ENSMPUT00000004382	ENSMPUG00000004339.1	ENSMPUT00000004382.1
ENSMPUT00000004383	ENSMPUG00000004340.1	ENSMPUT00000004383.1
ENSMPUT00000004384	ENSMPUG00000004341.1	ENSMPUT00000004384.1
ENSMPUT00000004385	ENSMPUG00000004342.1	ENSMPUT00000004385.1
ENSMPUT00000004386	ENSMPUG00000004343.1	ENSMPUT00000004386.1
ENSMPUT00000004387	ENSMPUG00000004344.1	ENSMPUT00000004387.1
ENSMPUT00000004388	ENSMPUG00000004345.1	ENSMPUT00000004388.1
ENSMPUT00000004389	ENSMPUG00000004346.1	ENSMPUT00000004389.1
ENSMPUT00000004390	ENSMPUG00000004347.1	ENSMPUT00000004390.1
ENSMPUT00000004391	ENSMPUG00000004348.1	ENSMPUT00000004391.1
ENSMPUT00000004392	ENSMPUG00000004349.1	ENSMPUT00000004392.1
ENSMPUT00000004393	ENSMPUG00000004350.1	ENSMPUT00000004393.1
ENSMPUT00000004394	ENSMPUG00000004351.1	ENSMPUT00000004394.1
ENSMPUT00000004395	ENSMPUG00000004352.1	ENSMPUT00000004395.1
ENSMPUT00000004396	ENSMPUG00000004353.1	ENSMPUT00000004396.1
ENSMPUT00000004397	ENSMPUG00000004354.1	ENSMPUT00000004397.1
ENSMPUT00000004398	ENSMPUG00000004355.1	ENSMPUT00000004398.1
ENSMPUT00000004399	ENSMPUG00000004356.1	ENSMPUT00000004399.1
ENSMPUT00000004400	ENSMPUG00000004357.1	ENSMPUT00000004400.1
ENSMPUT00000004401	ENSMPUG00000004358.1	ENSMPUT00000004401.1
ENSMPUT00000004402	ENSMPUG00000004359.1	ENSMPUT00000004402.1
ENSMPUT00000004403	ENSMPUG00000004360.1	ENSMPUT00000004403.1
ENSMPUT00000004404	ENSMPUG00000004361.1	ENSMPUT00000004404.1
ENSMPUT00000004405	ENSMPUG00000004362.1	ENSMPUT00000004405.1
ENSMPUT00000004406	ENSMPUG00000004363.1	ENSMPUT00000004406.1
ENSMPUT00000004407	ENSMPUG00000004364.1	ENSMPUT00000004407.1
ENSMPUT00000004408	ENSMPUG00000004365.1	ENSMPUT00000004408.1
ENSMPUT00000004409	ENSMPUG00000004366.1	ENSMPUT00000004409.1
ENSMPUT00000004410	ENSMPUG00000004367.1	ENSMPUT00000004410.1
ENSMPUT00000004411	ENSMPUG00000004368.1	ENSMPUT00000004411.1
ENSMPUT00000004412	ENSMPUG00000004369.1	ENSMPUT00000004412.1
ENSMPUT00000004413	ENSMPUG00000004370.1	ENSMPUT00000004413.1
ENSMPUT00000004414	ENSMPUG00000004371.1	ENSMPUT00000004414.1
ENSMPUT00000004415	ENSMPUG00000004372.1	ENSMPUT00000004415.1
ENSMPUT00000004416	ENSMPUG00000004373.1	ENSMPUT00000004416.1
ENSMPUT00000004417	ENSMPUG00000004374.1	ENSMPUT00000004417.1
ENSMPUT00000004418	ENSMPUG00000004375.1	ENSMPUT00000004418.1
ENSMPUT00000004419	ENSMPUG00000004376.1	ENSMPUT00000004419.1
ENSMPUT00000004420	ENSMPUG00000004377.1	ENSMPUT00000004420.1
ENSMPUT00000004421	ENSMPUG00000004378.1	ENSMPUT00000004421.1
ENSMPUT00000004422	ENSMPUG00000004379.1	ENSMPUT00000004422.1
ENSMPUT00000004423	ENSMPUG00000004380.1	ENSMPUT00000004423.1
ENSMPUT00000004424	ENSMPUG00000004381.1	ENSMPUT00000004424.1
ENSMPUT00000004425	ENSMPUG00000004382.1	ENSMPUT00000004425.1
ENSMPUT00000004426	ENSMPUG00000004383.1	ENSMPUT00000004426.1
ENSMPUT00000004427	ENSMPUG00000004384.1	ENSMPUT00000004427.1
ENSMPUT00000004428	ENSMPUG00000004385.1	ENSMPUT00000004428.1
ENSMPUT00000004429	ENSMPUG00000004386.1	ENSMPUT00000004429.1
ENSMPUT00000004430	ENSMPUG00000004387.1	ENSMPUT00000004430.1
ENSMPUT00000004431	ENSMPUG00000004388.1	ENSMPUT00000004431.1
ENSMPUT00000004432	ENSMPUG00000004389.1	ENSMPUT00000004432.1
ENSMPUT00000004433	ENSMPUG00000004390.1	ENSMPUT00000004433.1
ENSMPUT00000004434	ENSMPUG00000004391.1	ENSMPUT00000004434.1
ENSMPUT00000004435	ENSMPUG00000004392.1	ENSMPUT00000004435.1
